source_path	destination_path	source_sha256	destination_sha256	status
alpine-runtime-ui-compose/src/main/kotlin/dev/alpine/runtime/ui/compose/RuntimeTerminalPanel.kt	alpine-runtime-ui-compose/src/main/kotlin/dev/alpine/runtime/ui/compose/RuntimeTerminalPanel.kt	be1b6a005a3b7eba5563d053be682c51f350beb4094f8a7903065b20f003cc6f	be1b6a005a3b7eba5563d053be682c51f350beb4094f8a7903065b20f003cc6f	imported
alpine-runtime-ui-compose/src/main/kotlin/dev/alpine/runtime/ui/compose/RuntimeWorkspacePanel.kt	alpine-runtime-ui-compose/src/main/kotlin/dev/alpine/runtime/ui/compose/RuntimeWorkspacePanel.kt	ae7b776af7d69d58f71709dfd5d0751acce55e434b4dc2f97dffed2671aafbc5	ae7b776af7d69d58f71709dfd5d0751acce55e434b4dc2f97dffed2671aafbc5	imported
alpine-runtime-ui-compose/src/main/kotlin/dev/alpine/runtime/ui/compose/RuntimeWorkspaceScreen.kt	alpine-runtime-ui-compose/src/main/kotlin/dev/alpine/runtime/ui/compose/RuntimeWorkspaceScreen.kt	f428f9bfe5294d7d27f3b13f719a6cde837e0697d24fa36b1d5f3b8407c2c877	f428f9bfe5294d7d27f3b13f719a6cde837e0697d24fa36b1d5f3b8407c2c877	imported
alpine-runtime-ui-compose/src/test/kotlin/dev/alpine/runtime/ui/compose/RuntimeStatePresentationTest.kt	alpine-runtime-ui-compose/src/test/kotlin/dev/alpine/runtime/ui/compose/RuntimeStatePresentationTest.kt	4b8082ab1cfe553b3d4a7d734d66030eb1aa27046deebc7163ba2a75f5fb9ad8	4b8082ab1cfe553b3d4a7d734d66030eb1aa27046deebc7163ba2a75f5fb9ad8	imported
alpine-runtime-ui-compose/src/test/kotlin/dev/alpine/runtime/ui/compose/RuntimeUiPolicyTest.kt	alpine-runtime-ui-compose/src/test/kotlin/dev/alpine/runtime/ui/compose/RuntimeUiPolicyTest.kt	c4c16b8ebe1e8fbb09ecd4bde825c93999a3006500e0aec5c6c3d59d07f03b9f	c4c16b8ebe1e8fbb09ecd4bde825c93999a3006500e0aec5c6c3d59d07f03b9f	imported
alpine-runtime-pack-bundled/SOURCE_OFFER.md	alpine-runtime-pack-bundled/SOURCE_OFFER.md	9bdfd842a34bec7b2d2a94c1f2cce1b5d4bfe2bd5ba2ca55c181d9b973ead1d7	9bdfd842a34bec7b2d2a94c1f2cce1b5d4bfe2bd5ba2ca55c181d9b973ead1d7	imported
alpine-runtime-pack-bundled/build.gradle.kts	alpine-runtime-pack-bundled/build.gradle.kts	3f108be0501f1dd6bd45c1c33ded206d4d181ceeec28cadf9d00de24a268a981	3f108be0501f1dd6bd45c1c33ded206d4d181ceeec28cadf9d00de24a268a981	imported
alpine-runtime-pack-bundled/consumer-rules.pro	alpine-runtime-pack-bundled/consumer-rules.pro	2f35b30cd7297ecab17655c35b7d5244f6be5090c66631f492e30fbe7a5f49c8	2f35b30cd7297ecab17655c35b7d5244f6be5090c66631f492e30fbe7a5f49c8	imported
alpine-runtime-pack-bundled/src/main/AndroidManifest.xml	alpine-runtime-pack-bundled/src/main/AndroidManifest.xml	571f2735faf5e857752ee057ac8ef63425576a721616c60b86ee5d4c0a2d682f	571f2735faf5e857752ee057ac8ef63425576a721616c60b86ee5d4c0a2d682f	imported
alpine-runtime-pack-bundled/src/main/assets/alpine-minirootfs.tar.gz.asset	alpine-runtime-pack-bundled/src/main/assets/alpine-minirootfs.tar.gz.asset	ead8a4b37867bd19e7417dd078748e2312c0aea364403d96758d63ea8ff261ea	ead8a4b37867bd19e7417dd078748e2312c0aea364403d96758d63ea8ff261ea	imported
alpine-runtime-pack-bundled/src/main/jniLibs/arm64-v8a/libproot-loader.so	alpine-runtime-pack-bundled/src/main/jniLibs/arm64-v8a/libproot-loader.so	12d2b63e897fd91a334fce23edea5d2419cae4d5fd2a369f05d03ab75682add0	12d2b63e897fd91a334fce23edea5d2419cae4d5fd2a369f05d03ab75682add0	imported
alpine-runtime-pack-bundled/src/main/jniLibs/arm64-v8a/libproot.so	alpine-runtime-pack-bundled/src/main/jniLibs/arm64-v8a/libproot.so	5d2959c3a58f82609c8b95a92496835099a96faa8efc12f68e171a3597b5bc29	5d2959c3a58f82609c8b95a92496835099a96faa8efc12f68e171a3597b5bc29	imported
